,a casa de,a el cielo,a el contrario,a el de,a el día,a el entrar,a el escuchar,a el fin,a el general,a el hombre,a el instante,a el joven,a el lado,a el llegar,a el menos,a el mismo,a el momento,a el mundo,a el otro,a el oído,a el oír,a el parecer,a el pasar,a el pie,a el principio,a el pueblo,a el punto,a el que,a el salir,a el señor,a el suelo,a el través,a el ver,a el y,a la cabeza,a la calle,a la casa,a la ciudad,a la de,a la hora,a la joven,a la luz,a la mesa,a la mujer,a la puerta,a la que,a la sala,a la sazón,a la señora,a la vida,a la vista,a lo que,a los dos,a los ojos,a los pies,a los que,a mí me,a que se,a su casa,a su hija,a su hijo,a su lado,a su padre,a su vez,a todos los,a un hombre,a uno de,a ver a,a y a,así es que,cada uno de,cada vez más,cada vez que,casa de el,casa de la,cerca de el,cerca de la,con la cabeza,con la mano,con la mayor,con lo que,con los ojos,con que se,con toda la,de a el,de el alma,de el amor,de el brazo,de el camino,de el campo,de el cielo,de el conde,de el corazón,de el de,de el día,de el ejército,de el general,de el gobierno,de el hombre,de el joven,de el mar,de el mismo,de el mundo,de el otro,de el padre,de el país,de el pueblo,de el que,de el señor,de el sol,de el todo,de el y,de la calle,de la casa,de la ciudad,de la de,de la familia,de la hacienda,de la iglesia,de la joven,de la madre,de la mano,de la mesa,de la misma,de la muerte,de la mujer,de la naturaleza,de la noche,de la patria,de la plaza,de la puerta,de la que,de la sala,de la señora,de la sociedad,de la tierra,de la vida,de la y,de las que,de lo que,de los dos,de los hombres,de los más,de los que,de manera que,de mi alma,de mi corazón,de mi padre,de mi vida,de oro y,de que el,de que era,de que la,de que no,de que se,de su alma,de su casa,de su corazón,de su hija,de su hijo,de su madre,de su padre,de su vida,de sus ojos,de todas las,de todos los,de un hombre,de un modo,de una manera,de una mujer,de una vez,de uno de,de y de,de y el,de y la,de y que,dijo a el,dirigiendo se a,dos o tres,día en que,el alma de,el amor de,el brazo de,el camino de,el centro de,el conde de,el corazón de,el cuarto de,el cuerpo de,el de el,el de la,el deseo de,el día de,el día en,el día que,el día siguiente,el estado de,el extremo de,el fin de,el fondo de,el hijo de,el hombre de,el hombre que,el honor de,el jefe de,el lado de,el llegar a,el mismo tiempo,el momento de,el momento en,el mundo y,el nombre de,el objeto de,el padre de,el peso de,el pie de,el punto de,el que no,el que se,el recuerdo de,el resto de,el rostro de,el ruido de,el seno de,el través de,el ver la,en aquel momento,en casa de,en el acto,en el alma,en el camino,en el campo,en el centro,en el corazón,en el fondo,en el mismo,en el momento,en el mundo,en el patio,en el pecho,en el que,en el suelo,en ese momento,en este momento,en la cabeza,en la calle,en la casa,en la ciudad,en la frente,en la mano,en la mesa,en la misma,en la noche,en la plaza,en la puerta,en la que,en la sala,en la tierra,en la vida,en lo que,en nombre de,en presencia de,en que el,en que la,en que no,en que se,en su casa,en su corazón,en sus brazos,en sus manos,en toda la,en todas partes,en todos los,en una de,en uno de,en voz baja,es lo que,es preciso que,es que no,es verdad que,ha de ser,hora en que,la a el,la bondad de,la cabeza de,la cabeza y,la calle de,la calle y,la casa de,la casa y,la causa de,la de el,la de la,la entrada de,la esperanza de,la esposa de,la familia de,la fuerza de,la hija de,la historia de,la hora de,la idea de,la llegada de,la luz de,la madre de,la mano a,la mano de,la mano y,la mayor parte,la mitad de,la muerte de,la mujer que,la noche de,la noche y,la presencia de,la primera vez,la puerta de,la puerta y,la que se,la señora de,la sombra de,la vida de,la vida y,la vista de,la voz de,lado de el,lado de la,las manos de,las palabras de,las personas que,las puertas de,le a el,le dijo a,llegar a el,llegar a la,lo mismo que,lo que es,lo que ha,lo que había,lo que le,lo que me,lo que no,lo que pasaba,lo que se,lo que yo,lo único que,los brazos de,los de el,los de la,los ojos de,los ojos y,los pies de,los que se,luz de el,mayor parte de,me parece que,momento en que,más de lo,más de una,más o menos,más que el,más que un,más y más,no es verdad,no ha de,no hay que,no puede ser,no se había,no se le,no sé qué,nombre de el,otra cosa que,para ir a,para que la,para que no,para que se,parte de el,parte de la,pero a el,por la calle,por lo mismo,por lo que,por más que,por otra parte,por primera vez,por qué no,por su parte,por todas partes,puerta de el,puerta de la,que a el,que a la,que acababa de,que el de,que en el,que en la,que en su,que era el,que era un,que es el,que es la,que es un,que había sido,que iba a,que la de,que le había,que lo que,que me ha,que no era,que no es,que no había,que no le,que no lo,que no me,que no podía,que no se,que se ha,que se había,que se habían,que se hallaba,que se le,que se les,que se llama,que se me,que si no,que va a,que ya no,que yo no,salió de la,se a el,se a la,se a los,se a su,se acercó a,se apresuró a,se con el,se con la,se de el,se de la,se de su,se dirigió a,se en el,se en la,se en su,se puso a,se puso en,se trata de,sobre la mesa,todo el mundo,todo lo que,todos los días,todos los que,un hombre de,un hombre que,un momento de,un par de,un poco de,una de esas,una de las,una de sus,una especie de,uno de ellos,uno de esos,uno de los,uno de sus,y a el,y a la,y a las,y a los,y a su,y con el,y con la,y de el,y de la,y de las,y de los,y de su,y de sus,y en el,y en la,y en las,y en los,y en su,y le dijo,y lo que,y no se,y por eso,y por la,y por qué,y que la,y que no,y que se,y se dirigió,y se puso,y si no,y sin embargo,y sobre todo,y volvió a,yo no puedo,yo no sé
nh0185,0,1,0,5,1,1,1,2,0,2,0,0,1,4,0,2,2,2,1,0,1,1,2,0,4,1,4,3,0,1,2,1,1,3,1,2,2,4,3,0,2,0,1,0,1,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,4,2,0,2,0,3,0,11,1,0,1,0,1,0,2,0,0,1,0,1,1,1,17,0,0,0,0,2,0,1,4,10,0,0,0,3,0,0,2,5,3,0,1,6,4,0,2,2,10,0,11,8,0,3,0,0,5,0,0,0,2,1,0,0,9,1,0,0,5,0,0,0,1,12,2,0,7,3,4,2,2,18,1,0,0,3,0,0,0,2,2,2,2,0,0,0,0,0,0,4,0,5,4,0,1,7,0,3,1,11,0,0,1,1,1,0,1,5,0,0,2,7,0,3,1,2,7,2,2,0,1,1,0,0,1,1,19,0,0,0,2,0,2,4,2,7,5,1,9,1,1,5,0,2,1,4,1,5,1,0,2,1,1,15,2,2,2,1,0,6,1,16,6,7,1,0,0,2,1,0,1,0,1,2,0,2,1,0,1,2,1,3,3,0,2,1,1,1,0,7,2,0,3,1,1,0,0,2,1,5,1,4,1,5,0,1,1,0,0,2,1,1,0,0,0,2,2,3,6,1,3,0,1,2,3,1,1,5,1,0,5,0,0,1,1,1,1,1,0,3,2,1,0,2,0,1,0,1,5,3,0,5,1,1,1,0,1,5,2,0,2,4,7,1,4,0,4,3,10,0,3,0,1,0,0,2,1,0,1,3,2,1,0,9,0,3,2,0,0,2,2,0,0,2,0,1,4,2,2,0,0,1,1,2,0,5,0,0,1,1,8,0,6,1,0,1,0,4,0,0,2,6,9,1,0,0,2,0,1,1,2,1,2,2,2,3,2,4,1,1,3,0,5,4,1,0,1,2,0,0,2,1,1,0,0,0,2,1,0,0,2,0,3,2,2,4,2,1,7,2,1,0,0,5,0,2,5,1,1,0,0,3,0,1,1,12,2,1,4,2,25,1,13,1,1,0,0,0,0,6,7,3,4,0,1,5,2,2,2,2,0,1,0,0,0,0,1,2,0,0,0,0,7,1,0,2,0
nh0186,0,0,0,1,2,1,0,7,0,0,0,0,2,2,0,1,1,0,0,0,1,1,1,2,0,0,1,6,1,0,0,1,3,0,1,1,3,0,1,0,0,0,1,0,2,1,2,0,1,0,0,2,1,0,1,2,0,0,1,0,0,3,0,0,0,1,2,2,1,4,0,1,0,3,4,0,2,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,2,5,3,0,0,4,0,0,0,0,2,1,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,9,1,0,0,1,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,1,4,1,2,1,0,9,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,1,4,3,0,7,2,0,1,1,2,2,1,1,0,0,0,0,2,2,3,2,1,1,0,0,0,2,2,0,6,2,4,0,4,0,1,6,1,1,4,0,0,0,1,1,0,0,1,7,2,0,1,3,0,2,0,0,0,2,4,0,0,0,0,0,1,0,3,2,0,0,4,0,1,0,0,4,1,2,0,0,6,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,3,1,0,2,0,2,0,0,0,0,1,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6,5,3,2,2,5,4,0,3,6,5,0,0,0,0,3,1,2,0,2,3,4,1,1,2,0,0,0,1,0,2,1,0,2,0,3,4,0,0,0,0,1,0,2,0,2,1,1,1,0,6,1,1,1,0,3,0,0,0,2,4,0,0,4,0,0,0,0,5,0,0,2,4,2,1,1,2,1,3,1,7,1,2,0,0,2,0,0,1,1,0,1,1,0,4,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,6,0,0,7,1,2,0,0,1,0,4,2,1,1,2,1,2,7,1,10,2,1,0,0,1,3,2,2,0,1,0,0,2,3,2,1,1,0,3,0,1,0,4,3,3,0,1,0,1,1,0,0,2,1
nh0187,1,0,0,3,7,1,0,7,0,0,0,0,1,4,0,1,0,1,2,3,1,0,1,0,2,0,0,3,0,0,1,1,5,3,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,4,0,0,0,0,0,1,2,1,0,2,3,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,1,0,3,1,0,0,1,1,1,0,0,0,0,3,1,2,2,0,0,1,1,2,0,1,4,0,1,1,0,1,0,0,0,2,4,0,0,1,0,0,3,0,0,1,1,0,0,0,1,4,0,1,10,1,1,0,1,1,1,1,1,3,1,2,0,0,1,0,0,1,0,0,2,0,2,1,1,1,1,3,4,2,0,2,1,2,0,0,0,1,0,0,2,1,0,0,2,0,0,1,1,0,1,2,3,0,1,2,6,1,1,0,0,0,0,0,0,0,2,3,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,2,0,1,1,1,1,1,1,1,2,1,2,0,1,0,0,0,1,3,0,0,1,0,0,1,2,1,1,2,0,2,0,0,3,2,0,0,1,7,2,0,2,0,2,1,1,1,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,2,2,1,1,1,2,1,0,2,0,0,2,1,3,2,5,2,1,0,0,0,0,0,0,2,1,4,9,2,4,3,4,1,0,5,1,0,0,0,1,1,1,0,1,1,0,4,1,1,4,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,3,0,0,0,2,0,2,5,0,3,0,0,0,0,5,1,1,1,1,1,1,2,1,0,0,6,0,1,2,0,3,0,0,3,1,0,1,2,0,2,1,1,0,0,0,0,0,2,0,0,1,1,0,1,4,1,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,3,1,6,0,1,1,2,1,0,2,0,4,1,0,3,2,4,0,8,2,2,3,1,1,0,5,0,1,0,0,2,4,2,3,0,1,1,2,3,0,0,2,0,2,2,0,0,0,2,0,1,0,0
nh0188,5,1,3,0,2,0,0,28,0,1,7,2,12,2,22,8,11,4,8,8,6,9,0,2,11,1,4,5,4,2,0,4,9,2,3,8,1,1,5,4,1,2,5,4,7,6,11,7,5,1,3,7,0,7,5,0,4,7,9,2,1,1,5,0,2,3,1,1,4,4,1,3,1,4,4,1,0,2,8,8,4,3,6,2,5,1,5,4,1,0,2,0,2,1,6,0,2,0,7,6,0,7,13,1,3,3,0,7,7,6,11,3,7,18,11,1,3,0,4,8,5,6,5,0,0,8,0,10,0,1,6,9,12,3,3,4,5,4,1,32,3,7,1,8,9,0,2,0,2,0,2,3,5,21,19,5,7,3,2,0,8,6,3,2,3,3,10,5,2,6,1,3,1,2,0,1,1,4,7,1,1,7,4,3,0,0,7,6,3,1,5,9,1,1,1,1,0,1,11,4,0,3,6,2,1,9,0,8,7,0,3,5,4,0,8,2,4,3,2,3,0,3,6,2,4,2,0,10,0,10,3,3,0,7,4,1,5,10,1,3,6,6,0,1,7,5,3,2,4,3,4,1,3,1,7,1,11,1,2,3,0,1,4,11,5,10,5,2,3,2,4,0,2,3,0,1,13,8,6,7,5,1,5,2,5,6,2,2,3,0,3,14,7,0,0,0,5,2,0,2,5,5,3,5,0,3,4,3,8,3,0,6,16,2,1,3,24,4,4,0,4,4,1,7,2,1,2,1,2,1,4,12,3,0,0,5,9,0,7,10,14,5,2,8,7,2,7,3,4,12,5,8,1,3,4,3,0,4,1,8,2,6,2,2,5,1,4,3,9,6,2,19,0,5,5,5,1,4,2,4,1,7,3,17,2,8,1,3,15,7,20,8,6,3,6,5,6,2,2,3,0,1,1,12,1,3,3,2,5,9,9,17,6,15,4,34,2,7,1,3,23,2,2,4,9,0,5,9,0,17,15,1,1,2,2,5,4,15,6,5,1,7,6,3,7,2,2,3,1,29,1,5,10,8,2,2,7,1,4,1,4,2,0,6,4,25,9,2,2,3,1,4,16,7,3,3,7,1,9,4,3,2,3,5,7,0,4,2,3,2,7,2,0,4,3,0,2,2,0,7
nh0189,0,1,2,2,4,0,2,8,0,0,1,1,3,5,2,5,0,1,1,2,7,0,4,3,2,0,2,8,3,6,0,4,4,2,2,1,1,4,3,0,0,1,1,0,3,4,1,0,1,1,0,4,0,0,2,1,1,0,1,0,0,1,0,1,3,1,5,1,4,2,0,1,3,2,1,3,3,0,1,1,0,0,1,1,2,2,0,0,2,1,2,0,1,1,3,1,0,0,2,0,2,3,4,1,0,0,0,6,11,2,2,12,0,2,2,9,0,0,0,0,1,2,0,0,0,0,1,3,2,1,1,1,0,0,0,2,10,6,1,9,3,3,0,6,6,0,0,0,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,1,2,4,1,2,10,0,3,3,4,1,3,1,2,5,3,1,7,0,0,1,2,0,0,0,2,10,4,1,0,1,3,4,0,1,0,10,0,1,0,2,0,1,4,2,4,6,1,6,3,2,0,2,2,6,6,1,4,1,0,1,4,0,16,1,0,2,0,0,3,0,8,7,11,1,2,1,10,1,2,2,2,1,1,0,0,6,4,0,2,0,0,7,0,0,0,0,0,1,1,1,1,2,1,0,0,1,5,1,0,3,0,3,6,0,1,2,0,0,4,3,1,2,1,0,2,0,1,7,0,2,1,0,1,0,0,1,0,1,0,0,0,1,2,1,0,1,1,0,0,1,1,3,3,1,1,0,2,1,3,0,3,2,1,0,0,1,0,0,0,3,2,4,10,1,3,2,6,12,0,2,5,2,0,2,0,2,0,2,3,0,0,1,7,0,5,6,1,4,1,1,1,0,1,1,3,1,1,2,1,2,0,0,2,1,1,0,0,1,0,2,2,8,0,0,1,0,7,1,1,0,2,3,1,2,3,2,6,15,1,1,2,0,1,5,4,5,2,2,3,6,1,6,5,0,0,0,5,0,1,3,1,3,1,6,0,6,4,2,0,4,1,1,0,2,5,0,2,2,1,0,0,3,1,1,1,10,1,2,2,2,2,4,2,0,17,0,7,2,1,14,1,11,1,0,1,0,0,1,8,2,1,4,2,2,7,2,0,1,0,0,2,3,1,2,8,1,3,0,0,0,2,4,3,1,2,2
nh0190,0,1,14,5,8,4,1,27,0,1,0,0,11,8,3,5,0,1,9,8,3,2,7,1,7,1,6,13,4,1,2,12,4,0,3,8,6,1,7,4,0,2,3,3,4,16,1,0,3,5,3,7,3,2,4,18,2,8,8,1,1,7,3,8,5,3,2,0,5,0,2,0,4,0,2,1,2,5,4,0,12,6,6,1,2,5,4,12,6,2,2,0,2,3,5,1,2,0,0,0,2,1,6,9,2,3,7,12,3,5,5,0,6,14,12,2,6,1,4,2,2,12,3,1,4,11,1,12,2,2,3,6,2,2,0,3,8,2,2,50,8,2,1,11,4,1,0,0,0,0,12,10,15,10,12,0,6,2,2,2,4,15,4,1,2,4,0,2,5,3,7,2,3,1,1,1,2,1,11,7,1,2,3,3,8,0,3,3,3,1,9,3,4,6,0,10,2,0,4,16,3,0,2,0,1,7,4,4,2,1,4,5,5,1,1,2,3,3,11,7,5,2,2,0,12,1,2,0,15,3,1,1,3,1,23,7,3,3,1,3,13,5,1,0,2,4,11,1,7,7,2,2,1,2,9,14,2,2,4,12,1,0,1,5,6,21,14,0,0,0,1,3,5,12,10,3,1,0,3,1,1,3,3,0,4,5,2,3,11,0,4,3,3,4,1,3,1,3,1,3,5,10,3,5,1,1,2,7,2,9,5,5,4,4,3,7,9,5,6,2,3,5,6,5,2,1,1,4,1,0,6,5,5,1,1,9,40,3,7,18,6,6,0,15,2,4,6,10,4,4,10,6,10,3,1,0,1,4,6,5,6,2,3,0,9,1,3,1,6,4,1,0,1,5,14,7,3,2,2,1,3,22,21,4,2,18,5,4,6,1,20,10,3,3,8,5,6,5,2,2,6,2,2,9,1,10,3,2,5,3,4,19,7,9,7,33,2,7,2,6,24,7,11,2,3,2,1,0,1,28,15,3,5,8,3,9,8,11,16,8,4,20,13,8,2,2,3,2,16,3,0,3,1,6,2,7,2,7,15,4,5,5,7,21,3,69,16,3,16,4,8,12,16,9,9,13,6,7,21,17,10,10,11,8,12,7,7,8,5,2,11,11,3,1,4,10,10,0,1,0
nh0191,0,1,7,13,8,0,1,28,0,2,0,1,6,1,5,4,0,2,7,6,2,3,1,2,0,1,0,20,5,3,1,10,1,4,5,7,1,6,5,8,0,7,2,0,5,11,0,3,2,4,5,8,6,3,6,23,3,11,3,2,6,5,3,9,7,0,2,2,7,0,3,0,6,3,0,4,3,1,6,1,20,5,3,1,3,0,5,7,1,2,2,0,1,7,4,0,0,4,2,1,10,3,4,5,3,2,3,15,0,9,15,14,17,15,11,11,1,1,1,1,5,6,7,3,15,6,1,14,2,6,7,11,2,2,3,8,21,13,13,39,5,18,2,33,0,0,0,0,0,2,20,1,16,12,11,3,3,2,2,6,7,4,12,7,12,12,0,1,0,4,6,2,9,3,3,1,2,0,6,3,0,2,3,0,4,0,3,6,8,16,7,0,2,3,3,9,3,0,0,7,0,0,3,1,2,11,0,1,3,1,1,5,0,1,3,2,2,2,3,2,10,2,1,0,10,0,0,2,5,1,1,1,3,6,11,2,1,8,1,3,15,3,1,0,1,9,6,3,2,5,7,2,2,2,0,20,1,0,1,10,1,1,10,13,4,20,2,0,1,3,0,4,4,7,15,3,2,1,1,0,9,1,2,0,5,2,17,1,9,3,3,17,8,1,1,0,0,2,0,6,8,5,3,7,2,2,2,5,0,1,1,1,3,2,2,4,5,3,2,0,9,8,6,4,4,2,2,5,2,3,2,11,2,2,1,25,14,1,4,8,9,9,0,15,0,2,2,10,5,5,7,6,16,4,0,1,2,2,9,6,1,1,4,2,3,0,2,1,5,0,2,0,0,4,13,1,2,2,1,1,2,25,8,0,4,4,6,0,2,1,49,15,3,0,14,16,10,1,0,2,4,2,2,4,2,2,2,2,1,7,2,5,11,2,7,31,0,2,1,1,18,4,0,3,4,0,5,2,2,27,17,9,11,2,2,4,6,25,16,10,2,31,16,8,4,1,2,2,2,4,1,5,1,0,0,2,2,2,8,3,2,7,3,21,5,48,18,15,11,19,5,5,24,21,10,20,14,8,27,20,12,18,11,0,10,6,3,1,0,3,3,3,1,2,3,6,0,0,0,1
nh0192,0,1,16,5,13,8,3,28,0,2,2,0,19,5,0,1,1,4,6,9,1,1,4,2,2,0,0,20,5,3,3,18,2,3,5,11,3,7,5,16,0,4,5,9,3,18,3,0,3,1,6,6,4,2,3,18,4,10,11,5,5,3,6,2,5,4,1,5,7,1,6,1,3,2,1,0,1,6,5,1,6,6,3,0,2,6,7,4,3,1,5,0,6,3,2,1,0,0,1,1,2,0,4,3,3,1,8,18,1,2,5,2,13,16,5,4,5,0,1,1,3,6,2,1,7,10,2,8,0,0,8,8,8,2,2,3,17,6,5,35,7,1,1,29,2,2,1,0,1,3,10,1,15,13,9,1,10,4,4,10,6,8,1,0,6,12,2,0,0,4,8,1,4,0,3,2,3,3,15,7,5,3,2,5,2,0,2,8,5,6,8,1,6,3,1,13,2,2,4,11,1,1,0,0,2,20,1,1,1,1,5,5,4,4,1,3,2,3,13,9,9,0,2,2,18,0,0,0,10,4,5,1,5,3,16,5,3,8,1,8,9,5,1,0,6,14,13,4,2,6,7,1,6,1,8,15,5,3,2,8,1,2,11,9,3,13,11,1,2,0,1,4,4,10,13,6,3,0,7,0,3,5,3,0,2,9,0,3,14,4,4,11,5,2,2,3,3,1,1,9,11,8,1,10,0,3,4,9,0,7,6,11,2,5,3,5,9,2,12,1,1,4,3,5,1,3,8,3,0,2,3,10,4,0,2,8,23,2,2,15,10,3,0,17,4,8,7,4,4,4,10,4,13,6,0,4,1,1,4,6,5,3,4,0,5,2,2,1,14,4,1,0,1,5,11,4,1,0,3,2,0,22,17,1,1,24,5,3,5,2,32,12,2,2,9,12,5,0,2,4,0,2,4,6,3,2,1,2,6,6,4,10,24,10,9,37,4,3,2,0,27,4,5,6,1,2,13,3,1,19,24,7,10,5,2,9,9,16,10,8,0,22,21,4,4,2,2,3,10,9,2,4,3,0,0,8,2,9,12,4,5,3,4,23,7,55,16,4,19,5,6,5,22,30,10,7,14,3,26,17,12,6,12,2,12,10,0,5,6,4,3,8,0,1,5,4,2,1,1,0
nh0193,0,1,14,8,7,1,2,35,0,2,1,0,7,7,4,1,0,2,4,5,4,5,1,0,0,5,1,18,6,3,2,16,1,2,6,9,1,2,2,6,1,5,2,1,2,19,3,0,0,6,5,9,7,2,2,20,3,6,7,14,0,2,13,5,7,1,1,3,4,0,2,0,2,0,1,2,0,2,2,0,13,4,4,1,4,3,12,2,5,0,2,0,0,7,7,1,0,2,2,0,0,0,8,10,6,7,3,11,2,3,5,6,14,13,13,4,3,0,0,0,6,7,3,0,13,7,1,14,0,0,1,19,2,0,1,6,18,6,9,41,2,8,2,24,0,2,0,1,2,1,18,0,15,10,12,5,3,0,17,1,2,3,5,1,11,15,1,0,0,3,5,2,4,3,1,1,0,1,9,4,7,6,0,5,1,0,1,3,4,4,7,0,2,5,0,8,0,1,7,9,1,0,2,0,0,8,1,0,2,0,11,4,1,0,0,0,1,7,6,5,1,1,0,1,16,0,0,1,6,5,2,0,2,1,11,5,0,6,1,1,22,1,0,0,3,11,2,2,1,0,4,1,2,0,1,20,4,1,3,15,0,1,16,14,3,17,3,0,2,1,0,4,4,3,5,2,2,1,7,1,3,3,3,0,5,3,9,4,5,1,3,6,7,0,2,0,2,1,2,5,10,0,2,3,2,2,3,2,3,5,4,1,3,2,1,3,8,0,5,0,6,3,6,3,4,1,3,2,1,2,3,10,1,2,3,12,14,2,2,11,1,13,0,20,0,7,5,9,9,6,9,4,10,2,2,0,0,5,7,2,0,0,5,0,10,4,2,1,4,0,0,1,2,4,12,0,3,0,0,5,0,42,4,2,0,13,1,2,6,2,42,20,1,3,15,13,8,2,1,2,6,0,1,0,5,3,5,2,5,9,6,6,8,7,2,30,1,4,0,3,12,1,1,3,2,1,10,2,1,24,13,5,9,0,1,2,5,17,7,9,1,26,13,10,2,0,0,2,1,11,3,5,0,0,1,7,0,0,10,7,3,1,1,8,1,42,15,11,29,7,5,12,30,34,22,21,15,13,22,26,20,13,6,0,11,5,3,8,2,0,6,4,0,0,3,6,0,2,0,1
nh0194,0,2,12,2,10,6,4,36,0,2,1,0,17,5,1,3,1,9,5,7,0,2,3,2,0,0,0,31,2,3,1,10,5,3,4,9,6,2,3,9,1,5,4,2,6,35,3,3,1,4,2,16,4,1,10,17,4,4,2,14,2,5,6,9,5,2,3,5,7,0,3,1,2,1,1,4,1,4,5,0,13,5,4,3,2,0,11,9,5,1,9,0,8,6,7,2,0,2,5,0,3,2,10,13,3,0,3,6,2,6,2,10,13,28,8,5,7,24,2,1,6,7,3,1,11,3,3,10,0,0,2,22,6,2,0,4,9,5,14,29,11,5,2,10,2,1,0,0,2,1,10,1,13,12,19,2,5,1,14,2,3,6,6,3,2,1,3,0,0,1,5,3,3,2,3,1,2,1,14,1,3,1,4,2,4,0,1,7,3,8,8,1,3,2,1,11,2,5,2,8,0,4,3,0,0,22,2,2,1,2,12,5,2,4,0,2,0,7,12,7,9,1,0,0,10,2,1,1,18,0,0,6,6,5,18,7,2,8,7,3,11,7,1,0,4,9,6,2,2,9,3,2,6,1,15,26,7,8,1,7,0,2,6,5,3,10,7,0,1,1,1,1,3,7,11,5,5,3,5,0,4,2,4,1,3,4,4,3,11,6,2,17,3,2,2,1,3,3,2,5,12,4,0,7,14,3,10,2,1,5,3,3,1,2,5,1,24,4,13,0,0,5,3,2,5,7,8,5,5,1,1,7,2,0,3,7,26,2,9,12,8,6,0,16,3,6,9,6,5,5,13,12,9,4,1,1,3,4,7,1,5,3,3,0,7,1,4,0,9,8,3,0,3,7,16,3,2,3,2,3,0,35,10,7,3,19,3,1,5,8,37,20,1,3,23,15,10,2,1,3,4,0,4,7,0,3,5,2,11,6,9,7,8,6,6,37,2,3,0,6,22,5,2,5,6,1,16,0,1,29,32,8,6,3,0,7,7,13,9,7,1,33,25,9,2,2,2,4,15,4,1,0,2,2,0,8,2,3,23,10,7,0,2,27,3,59,25,11,8,8,11,17,27,22,9,12,10,4,23,27,11,9,6,0,12,4,6,9,5,5,8,16,0,1,4,3,3,0,1,2
nh0195,10,11,4,2,3,2,1,11,0,2,0,1,10,6,0,4,0,3,2,4,3,0,3,1,3,0,0,4,0,0,1,1,5,0,0,4,2,3,2,1,19,2,0,3,6,1,0,0,0,2,0,2,2,5,9,0,2,3,1,18,15,7,5,2,5,3,0,2,4,3,0,0,0,2,0,1,1,0,4,2,0,9,1,12,5,13,3,3,0,0,5,0,4,2,3,0,0,0,2,0,1,2,6,4,2,2,0,7,0,1,2,2,5,3,3,1,1,0,0,46,3,6,1,3,2,5,0,6,0,1,8,1,0,0,2,4,7,3,0,9,1,3,0,0,0,8,7,5,17,1,3,3,1,0,4,10,2,10,6,6,5,9,8,8,2,2,4,7,17,7,5,2,3,1,4,0,4,17,0,4,2,6,4,3,5,0,16,5,5,3,3,5,2,0,4,4,3,1,4,5,17,1,4,2,0,12,4,3,2,1,2,10,1,6,2,1,1,0,0,7,6,17,5,6,1,0,9,4,4,1,1,3,1,7,2,6,4,7,1,2,2,5,1,0,3,3,2,1,6,3,0,0,1,0,4,3,0,9,6,1,8,2,3,5,0,5,0,5,20,3,1,2,2,4,3,1,5,3,4,7,0,5,0,0,7,13,7,3,5,0,3,4,1,2,1,0,1,7,14,1,4,9,0,7,3,12,14,0,1,0,2,2,1,2,2,0,20,3,1,0,9,13,5,0,24,4,4,2,5,1,0,2,0,0,2,1,7,1,0,0,15,0,2,3,0,2,9,0,0,18,12,8,0,1,1,1,2,1,1,3,0,0,0,13,2,0,1,3,0,1,5,3,0,1,0,0,0,2,3,1,0,1,1,0,0,2,2,0,6,3,5,2,3,0,0,1,1,0,2,3,2,1,0,6,1,0,3,3,4,2,2,1,3,3,1,4,1,2,0,3,2,0,1,1,1,2,3,6,0,8,6,3,5,4,1,2,1,1,1,2,4,3,3,0,3,2,2,2,2,22,0,1,3,2,0,0,3,2,3,5,6,2,2,3,3,25,6,1,0,6,9,9,7,3,0,1,1,3,2,5,2,1,3,1,2,2,2,2,3,2,2,0,0,1,5,6,4,3,7,6
